date,issuer_id,name,market_cap,market_cap_change_24h,volume_24h,tokens_n,chains_n,underlyings_n,live_tokens_n
2026-09-16,pleasing-ecosystem,Pleasing Market,84254643.5458564,,7.150162400277553,1,2,1,0
2026-09-16,prestocks-ecosystem,PreStocks,18124915.551271133,-676806.858585123,785714.578646615,7,1,7,5
2026-09-16,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-16,reality-ecosystem,Reality,149300662.85460413,-408723.94689783454,27726616.560329273,424,2,367,75
2026-09-16,republic-tokenized-pre-ipo-assets,Republic,39411557.269089565,-324766.16770438105,244358.31672614353,2,1,1,1
2026-09-16,robinhood-chain-stocks-ecosystem,Robinhood Europe,157825853.99501348,-266629.4103220999,240891308.64822066,186,1,186,84
2026-09-16,securitize-ecosystem,Securitize,15687303.450000001,-353848.9500000011,0.0,1,3,1,0
2026-09-16,st0x-ecosystem,ST0x,1223481.3784162602,35891.512945139315,4861281.823073057,16,1,16,5
2026-09-16,streamex-ecosystem,Streamex,13315665.34364308,140498.2648486998,0.0,1,1,0,0
2026-09-16,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-16,tether-ecosystem,Tether,2818939132.6650047,41495267.87235212,193359936.38540807,2,15,1,2
2026-09-16,token-teknoloji-a-s-ecosystem,Token Teknoloji,323.0470871791272,7.511115889201619,21333.61950148502,4,3,2,1
2026-09-16,unitas-ecosystem,Unitas,12431211.440275092,215359.35366130248,86834.96119743823,1,1,1,1
2026-09-16,vnx-commodities-ag-ecosystem,VNX,6103538.296652307,103087.43921886384,23942.659573014444,1,6,1,1
2026-09-16,xstocks-ecosystem,xStocks,827527086.600532,-8337380.038918138,90552469.89779244,135,16,119,61
2026-09-17,anchored-ecosystem,Anchored Labs,1055876.7046282943,564.2706620211247,0.0,80,6,80,0
2026-09-17,backpack-securities-ecosystem,Backpack Securities,25565954.826191947,774317.4807260409,14995567.879051892,39,1,39,31
2026-09-17,bstocks-ecosystem,BTech Holdings Limited,554158179.9998469,27676936.32759559,276256591.91488796,58,1,57,57
2026-09-17,coinbase-ecosystem,Coinbase,9989654.173535317,180406.7897685524,36249881.31031407,10,1,10,10
2026-09-17,comtech-ecosystem,ComTech,3320475.8825333356,-20238.366260405164,870284.2770274278,1,1,1,1
2026-09-17,dinari-ecosystem,Dinari,8247641.496759435,-21236.97943658568,155858.17233711755,140,5,140,3
2026-09-17,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-17,gate-ecosystem,Gate,0.0,0.0,19437.038014321402,1,0,1,1
2026-09-17,goldfish-ecosystem,Goldfish,81655020.98244922,52918.779525756836,33870.22005865855,1,1,1,1
2026-09-17,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-17,kinesis-ecosystem,Kinesis Money,571397135.4709955,-729850.6490161419,309188.1046284637,2,1,2,2
2026-09-17,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-17,matrixdock-ecosystem,Matrixdock,75659952.77775995,-212669.8517987579,663203.2081310739,2,11,2,2
2026-09-17,midas-labs-ecosystem,Midas Labs,5401969.10623568,-35971.83250232879,496714.5739992618,1,1,1,1
2026-09-17,mks-pamp-ecosystem,MKS PAMP,10415848.835801985,-7869.201202860102,78.08668872562576,1,3,1,0
2026-09-17,ondo-tokenized-assets,Ondo Finance,910417811.1118231,5518209.02918613,196139972.93778005,438,4,438,192
2026-09-17,paxos-ecosystem,Paxos Global,1870772767.0078049,-14662991.665305614,246817217.0918558,1,1,1,1
2026-09-17,pleasing-ecosystem,Pleasing Market,83878035.95277166,,6.902154099742994,1,2,1,0
2026-09-17,prestocks-ecosystem,PreStocks,18918027.87787324,793112.326602105,540250.8863828325,7,1,7,3
2026-09-17,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-17,reality-ecosystem,Reality,152461940.4850614,3157530.227207601,28130625.436103806,449,2,390,77
2026-09-17,republic-tokenized-pre-ipo-assets,Republic,40805365.59880197,1393808.3297124058,323648.27554315544,2,1,1,1
2026-09-17,robinhood-chain-stocks-ecosystem,Robinhood Europe,153573854.8154491,-4251999.179564387,262731969.32665586,185,1,185,76
2026-09-17,securitize-ecosystem,Securitize,15144735.060000002,-542568.3899999987,0.0,1,3,1,0
2026-09-17,st0x-ecosystem,ST0x,1339331.3688581395,115849.99044187902,1401994.4319115146,16,1,16,5
2026-09-17,streamex-ecosystem,Streamex,13280887.02178568,-34778.32185740024,0.0,1,1,0,0
2026-09-17,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-17,tether-ecosystem,Tether,2797592846.74551,-21346285.91949463,362415156.413993,2,15,1,2
2026-09-17,token-teknoloji-a-s-ecosystem,Token Teknoloji,320.57279603192825,-2.474291147198926,30147.7912276333,4,3,2,2
2026-09-17,unitas-ecosystem,Unitas,12362886.61327171,-68324.82700338215,5819.255180030575,1,1,1,0
2026-09-17,vnx-commodities-ag-ecosystem,VNX,6060453.183117735,-43085.1135345716,27339.242633101985,1,6,1,1
2026-09-17,xstocks-ecosystem,xStocks,821907061.1615714,-5620025.438960671,62717749.59663811,135,16,119,63
2026-09-18,anchored-ecosystem,Anchored Labs,1059163.5671954767,3286.8625671823975,0.0,80,6,80,0
2026-09-18,backpack-securities-ecosystem,Backpack Securities,26600191.368190236,1034236.5419982933,23506598.80923921,39,1,39,39
2026-09-18,bstocks-ecosystem,BTech Holdings Limited,581038150.0638545,26879970.064007163,228287787.56918305,58,1,57,57
2026-09-18,coinbase-ecosystem,Coinbase,9863323.009783138,-126331.1637521796,31746904.24777203,10,1,10,10
2026-09-18,comtech-ecosystem,ComTech,3366604.3509845594,46128.4684512238,893099.8153276938,1,1,1,1
2026-09-18,dinari-ecosystem,Dinari,8379523.664452844,131882.16769340914,119813.04673743086,140,5,140,2
2026-09-18,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-18,gate-ecosystem,Gate,0.0,0.0,3586795.1657451293,1,0,1,1
2026-09-18,goldfish-ecosystem,Goldfish,81706585.7617849,51564.779335677624,34293.311189353386,1,1,1,1
2026-09-18,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-18,kinesis-ecosystem,Kinesis Money,583886071.5059816,12488936.03498602,508882.57232293405,2,1,2,2
2026-09-18,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-18,matrixdock-ecosystem,Matrixdock,76871647.50739437,1211694.729634419,513379.33166604437,2,11,2,2
2026-09-18,midas-labs-ecosystem,Midas Labs,5480146.143277135,78177.03704145458,122516.40108991481,1,1,1,1
2026-09-18,mks-pamp-ecosystem,MKS PAMP,10605721.158818245,189872.32301625982,185.17690437326792,1,3,1,0
2026-09-18,ondo-tokenized-assets,Ondo Finance,943670012.075499,33199714.584042788,173657819.39032948,438,4,438,202
2026-09-18,paxos-ecosystem,Paxos Global,1899435666.4455884,28662899.43778348,148877056.19508478,1,1,1,1
2026-09-18,pleasing-ecosystem,Pleasing Market,84648505.50059058,,5.497009077354773,1,2,1,0
2026-09-18,prestocks-ecosystem,PreStocks,19288866.706906788,370838.8290335499,4316361.298363857,7,1,7,6
2026-09-18,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-18,reality-ecosystem,Reality,158094426.6330383,5632486.147976905,25706243.97661303,471,2,410,91
2026-09-18,republic-tokenized-pre-ipo-assets,Republic,40683555.696741715,-121809.90206025541,1632148.0323393273,2,1,1,1
2026-09-18,robinhood-chain-stocks-ecosystem,Robinhood Europe,150628128.94922447,-2981032.351348102,258461208.68977165,185,1,185,75
2026-09-18,securitize-ecosystem,Securitize,14625756.6,-518978.46000000276,0.0,1,3,1,0
2026-09-18,st0x-ecosystem,ST0x,1336447.7635376998,-2883.605320439674,1940694.757833573,16,1,16,5
2026-09-18,streamex-ecosystem,Streamex,13489618.507482039,208731.4856963586,0.0,1,1,0,0
2026-09-18,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-18,tether-ecosystem,Tether,2842973027.74076,45380180.99524975,244498545.66487488,2,15,1,2
2026-09-18,token-teknoloji-a-s-ecosystem,Token Teknoloji,334.65581923297657,14.08302320104832,13521.038639746184,4,3,2,2
2026-09-18,unitas-ecosystem,Unitas,12422322.128060495,59435.51478878595,457.7309811724479,1,1,1,0
2026-09-18,vnx-commodities-ag-ecosystem,VNX,6174379.555795372,113926.37267763726,26045.95639313821,1,6,1,1
2026-09-18,xstocks-ecosystem,xStocks,774070720.1748533,-48135347.636232376,138730196.99937424,136,16,120,64
2026-09-19,anchored-ecosystem,Anchored Labs,1061844.5179238638,2680.950728387106,0.0,80,6,80,0
2026-09-19,backpack-securities-ecosystem,Backpack Securities,26578450.790243275,-21740.577946960926,28723836.21957954,39,1,39,39
2026-09-19,bstocks-ecosystem,BTech Holdings Limited,583511015.6758671,2472865.612012744,223014644.64962125,58,1,57,57
2026-09-19,coinbase-ecosystem,Coinbase,10151298.05510438,287975.0453212429,28097807.72904785,10,1,10,10
2026-09-19,comtech-ecosystem,ComTech,3345997.645459259,-20606.705525300466,915623.8455334116,1,1,1,1
2026-09-19,dinari-ecosystem,Dinari,913522.8229412261,-7467571.44875966,31346.068959822805,140,5,140,2
2026-09-19,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-19,gate-ecosystem,Gate,0.0,0.0,588423.8410367339,1,0,1,1
2026-09-19,goldfish-ecosystem,Goldfish,87256256.76536375,5549671.003578857,47602.15613763869,1,1,1,1
2026-09-19,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-19,kinesis-ecosystem,Kinesis Money,585089363.207529,1203291.7015473843,294361.9468791825,2,1,2,2
2026-09-19,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-19,matrixdock-ecosystem,Matrixdock,76953740.6148708,82093.10747642815,600723.864787795,2,11,2,2
2026-09-19,midas-labs-ecosystem,Midas Labs,5471426.139396455,-8720.003880679607,95908.4884770368,1,1,1,1
2026-09-19,mks-pamp-ecosystem,MKS PAMP,10462534.523499642,-143186.63531860337,190.62970702900384,1,3,1,0
2026-09-19,ondo-tokenized-assets,Ondo Finance,923030608.8082712,-20640330.34137273,160374358.45342973,438,4,438,204
2026-09-19,paxos-ecosystem,Paxos Global,1895974353.1347234,-3461313.3108649254,144181819.08702335,1,1,1,1
2026-09-19,pleasing-ecosystem,Pleasing Market,84667009.3058649,,5.498210700289012,1,2,1,0
2026-09-19,prestocks-ecosystem,PreStocks,18921896.89247471,-366969.8144320771,2268896.6955132238,7,1,7,6
2026-09-19,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-19,reality-ecosystem,Reality,153967230.5444418,-4172897.6932596564,29151734.06935847,489,2,427,77
2026-09-19,republic-tokenized-pre-ipo-assets,Republic,40631884.96707671,-51670.72966500372,660085.2847851407,2,1,1,1
2026-09-19,robinhood-chain-stocks-ecosystem,Robinhood Europe,158567600.10592923,7900054.242771655,208486880.12888306,185,1,185,72
2026-09-19,securitize-ecosystem,Securitize,15050375.34,424618.7400000002,0.0,1,3,1,0
2026-09-19,st0x-ecosystem,ST0x,1486391.9883841246,149944.22484642477,1496566.4218865936,16,1,16,5
2026-09-19,streamex-ecosystem,Streamex,13486423.826235317,-3194.681246722117,0.0,1,1,0,0
2026-09-19,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-19,tether-ecosystem,Tether,2841787269.148718,-1185758.5920419693,158316131.59634462,2,15,1,2
2026-09-19,token-teknoloji-a-s-ecosystem,Token Teknoloji,331.6024510195694,-3.0533682134071682,7243.758366930237,4,3,2,1
2026-09-19,unitas-ecosystem,Unitas,12500040.151355848,77718.02329535224,9474.639934524474,1,1,1,0
2026-09-19,vnx-commodities-ag-ecosystem,VNX,6121787.866194911,-52591.68960046116,44195.29333362103,1,6,1,1
2026-09-19,xstocks-ecosystem,xStocks,786850313.4184744,11000756.144189954,122232960.19333489,137,16,121,63
